,dataset,theta,metric,method,accuracy
604,1,0.0,shc_mse,image,0.5
605,1,0.0,shc_mse,sphere,0.5
606,1,0.0,shc_mse,xihe,0.5
607,1,0.0,shc_mse,entropy,0.5
608,1,0.01,shc_mse,image,0.5
609,1,0.01,shc_mse,sphere,0.5277777777777778
610,1,0.01,shc_mse,xihe,0.5
611,1,0.01,shc_mse,entropy,0.5
612,1,0.02,shc_mse,image,0.5
613,1,0.02,shc_mse,sphere,0.5277777777777778
614,1,0.02,shc_mse,xihe,0.5
615,1,0.02,shc_mse,entropy,0.5
616,1,0.03,shc_mse,image,0.5
617,1,0.03,shc_mse,sphere,0.5555555555555556
618,1,0.03,shc_mse,xihe,0.5
619,1,0.03,shc_mse,entropy,0.5
620,1,0.04,shc_mse,image,0.5
621,1,0.04,shc_mse,sphere,0.7222222222222222
622,1,0.04,shc_mse,xihe,0.5
623,1,0.04,shc_mse,entropy,0.5
624,1,0.05,shc_mse,image,0.5
625,1,0.05,shc_mse,sphere,0.7777777777777778
626,1,0.05,shc_mse,xihe,0.5
627,1,0.05,shc_mse,entropy,0.5
628,1,0.06,shc_mse,image,0.5
629,1,0.06,shc_mse,sphere,0.8333333333333334
630,1,0.06,shc_mse,xihe,0.5
631,1,0.06,shc_mse,entropy,0.5
632,1,0.07,shc_mse,image,0.5
633,1,0.07,shc_mse,sphere,0.8888888888888888
634,1,0.07,shc_mse,xihe,0.5
635,1,0.07,shc_mse,entropy,0.5
636,1,0.08,shc_mse,image,0.5
637,1,0.08,shc_mse,sphere,0.9444444444444444
638,1,0.08,shc_mse,xihe,0.5
639,1,0.08,shc_mse,entropy,0.5
640,1,0.09,shc_mse,image,0.5
641,1,0.09,shc_mse,sphere,0.9166666666666666
642,1,0.09,shc_mse,xihe,0.5
643,1,0.09,shc_mse,entropy,0.5
644,1,0.1,shc_mse,image,0.5
645,1,0.1,shc_mse,sphere,0.9166666666666666
646,1,0.1,shc_mse,xihe,0.5
647,1,0.1,shc_mse,entropy,0.5
648,1,0.11,shc_mse,image,0.5
649,1,0.11,shc_mse,sphere,0.9166666666666666
650,1,0.11,shc_mse,xihe,0.5277777777777778
651,1,0.11,shc_mse,entropy,0.5
652,1,0.12,shc_mse,image,0.5
653,1,0.12,shc_mse,sphere,0.9166666666666666
654,1,0.12,shc_mse,xihe,0.5277777777777778
655,1,0.12,shc_mse,entropy,0.5
656,1,0.13,shc_mse,image,0.5
657,1,0.13,shc_mse,sphere,0.9166666666666666
658,1,0.13,shc_mse,xihe,0.5277777777777778
659,1,0.13,shc_mse,entropy,0.5277777777777778
660,1,0.14,shc_mse,image,0.5
661,1,0.14,shc_mse,sphere,0.8888888888888888
662,1,0.14,shc_mse,xihe,0.5277777777777778
663,1,0.14,shc_mse,entropy,0.5277777777777778
664,1,0.15,shc_mse,image,0.5
665,1,0.15,shc_mse,sphere,0.8611111111111112
666,1,0.15,shc_mse,xihe,0.5277777777777778
667,1,0.15,shc_mse,entropy,0.5277777777777778
668,1,0.16,shc_mse,image,0.5
669,1,0.16,shc_mse,sphere,0.8333333333333334
670,1,0.16,shc_mse,xihe,0.5277777777777778
671,1,0.16,shc_mse,entropy,0.5277777777777778
672,1,0.17,shc_mse,image,0.5
673,1,0.17,shc_mse,sphere,0.8055555555555556
674,1,0.17,shc_mse,xihe,0.5277777777777778
675,1,0.17,shc_mse,entropy,0.5277777777777778
676,1,0.18,shc_mse,image,0.5
677,1,0.18,shc_mse,sphere,0.75
678,1,0.18,shc_mse,xihe,0.5277777777777778
679,1,0.18,shc_mse,entropy,0.5277777777777778
680,1,0.19,shc_mse,image,0.5
681,1,0.19,shc_mse,sphere,0.75
682,1,0.19,shc_mse,xihe,0.5277777777777778
683,1,0.19,shc_mse,entropy,0.5277777777777778
684,1,0.2,shc_mse,image,0.5
685,1,0.2,shc_mse,sphere,0.6944444444444444
686,1,0.2,shc_mse,xihe,0.5555555555555556
687,1,0.2,shc_mse,entropy,0.5277777777777778
688,1,0.21,shc_mse,image,0.5
689,1,0.21,shc_mse,sphere,0.6666666666666666
690,1,0.21,shc_mse,xihe,0.5555555555555556
691,1,0.21,shc_mse,entropy,0.5277777777777778
692,1,0.22,shc_mse,image,0.5
693,1,0.22,shc_mse,sphere,0.6666666666666666
694,1,0.22,shc_mse,xihe,0.5555555555555556
695,1,0.22,shc_mse,entropy,0.5277777777777778
696,1,0.23,shc_mse,image,0.5
697,1,0.23,shc_mse,sphere,0.6111111111111112
698,1,0.23,shc_mse,xihe,0.5833333333333334
699,1,0.23,shc_mse,entropy,0.5277777777777778
700,1,0.24,shc_mse,image,0.5
701,1,0.24,shc_mse,sphere,0.5555555555555556
702,1,0.24,shc_mse,xihe,0.5833333333333334
703,1,0.24,shc_mse,entropy,0.5277777777777778
704,1,0.25,shc_mse,image,0.5
705,1,0.25,shc_mse,sphere,0.5555555555555556
706,1,0.25,shc_mse,xihe,0.5833333333333334
707,1,0.25,shc_mse,entropy,0.5277777777777778
708,1,0.26,shc_mse,image,0.5
709,1,0.26,shc_mse,sphere,0.5277777777777778
710,1,0.26,shc_mse,xihe,0.5833333333333334
711,1,0.26,shc_mse,entropy,0.5277777777777778
712,1,0.27,shc_mse,image,0.5
713,1,0.27,shc_mse,sphere,0.5277777777777778
714,1,0.27,shc_mse,xihe,0.6111111111111112
715,1,0.27,shc_mse,entropy,0.5277777777777778
716,1,0.28,shc_mse,image,0.5
717,1,0.28,shc_mse,sphere,0.5277777777777778
718,1,0.28,shc_mse,xihe,0.6111111111111112
719,1,0.28,shc_mse,entropy,0.5277777777777778
720,1,0.29,shc_mse,image,0.5
721,1,0.29,shc_mse,sphere,0.5277777777777778
722,1,0.29,shc_mse,xihe,0.6388888888888888
723,1,0.29,shc_mse,entropy,0.5277777777777778
724,1,0.3,shc_mse,image,0.5
725,1,0.3,shc_mse,sphere,0.5
726,1,0.3,shc_mse,xihe,0.6388888888888888
727,1,0.3,shc_mse,entropy,0.5277777777777778
728,1,0.31,shc_mse,image,0.5
729,1,0.31,shc_mse,sphere,0.5
730,1,0.31,shc_mse,xihe,0.6666666666666666
731,1,0.31,shc_mse,entropy,0.5555555555555556
732,1,0.32,shc_mse,image,0.5
733,1,0.32,shc_mse,sphere,0.5
734,1,0.32,shc_mse,xihe,0.6666666666666666
735,1,0.32,shc_mse,entropy,0.5833333333333334
736,1,0.33,shc_mse,image,0.5
737,1,0.33,shc_mse,sphere,0.5
738,1,0.33,shc_mse,xihe,0.7222222222222222
739,1,0.33,shc_mse,entropy,0.5833333333333334
740,1,0.34,shc_mse,image,0.5
741,1,0.34,shc_mse,sphere,0.5
742,1,0.34,shc_mse,xihe,0.75
743,1,0.34,shc_mse,entropy,0.5833333333333334
744,1,0.35,shc_mse,image,0.5
745,1,0.35,shc_mse,sphere,0.5
746,1,0.35,shc_mse,xihe,0.7777777777777778
747,1,0.35,shc_mse,entropy,0.6388888888888888
748,1,0.36,shc_mse,image,0.5
749,1,0.36,shc_mse,sphere,0.5
750,1,0.36,shc_mse,xihe,0.8055555555555556
751,1,0.36,shc_mse,entropy,0.6666666666666666
752,1,0.37,shc_mse,image,0.5
753,1,0.37,shc_mse,sphere,0.5
754,1,0.37,shc_mse,xihe,0.8055555555555556
755,1,0.37,shc_mse,entropy,0.6666666666666666
756,1,0.38,shc_mse,image,0.5
757,1,0.38,shc_mse,sphere,0.5
758,1,0.38,shc_mse,xihe,0.8333333333333334
759,1,0.38,shc_mse,entropy,0.6666666666666666
760,1,0.39,shc_mse,image,0.5
761,1,0.39,shc_mse,sphere,0.5
762,1,0.39,shc_mse,xihe,0.8611111111111112
763,1,0.39,shc_mse,entropy,0.7222222222222222
764,1,0.4,shc_mse,image,0.5
765,1,0.4,shc_mse,sphere,0.5
766,1,0.4,shc_mse,xihe,0.8888888888888888
767,1,0.4,shc_mse,entropy,0.7222222222222222
768,1,0.41,shc_mse,image,0.5
769,1,0.41,shc_mse,sphere,0.5
770,1,0.41,shc_mse,xihe,0.9166666666666666
771,1,0.41,shc_mse,entropy,0.75
772,1,0.42,shc_mse,image,0.5
773,1,0.42,shc_mse,sphere,0.5
774,1,0.42,shc_mse,xihe,0.9166666666666666
775,1,0.42,shc_mse,entropy,0.75
776,1,0.43,shc_mse,image,0.5
777,1,0.43,shc_mse,sphere,0.5
778,1,0.43,shc_mse,xihe,0.9166666666666666
779,1,0.43,shc_mse,entropy,0.7777777777777778
780,1,0.44,shc_mse,image,0.5
781,1,0.44,shc_mse,sphere,0.5
782,1,0.44,shc_mse,xihe,0.9444444444444444
783,1,0.44,shc_mse,entropy,0.7777777777777778
784,1,0.45,shc_mse,image,0.5
785,1,0.45,shc_mse,sphere,0.5
786,1,0.45,shc_mse,xihe,0.9444444444444444
787,1,0.45,shc_mse,entropy,0.7777777777777778
788,1,0.46,shc_mse,image,0.5
789,1,0.46,shc_mse,sphere,0.5
790,1,0.46,shc_mse,xihe,0.9444444444444444
791,1,0.46,shc_mse,entropy,0.7777777777777778
792,1,0.47,shc_mse,image,0.5
793,1,0.47,shc_mse,sphere,0.5
794,1,0.47,shc_mse,xihe,0.9444444444444444
795,1,0.47,shc_mse,entropy,0.7777777777777778
796,1,0.48,shc_mse,image,0.5
797,1,0.48,shc_mse,sphere,0.5
798,1,0.48,shc_mse,xihe,0.9444444444444444
799,1,0.48,shc_mse,entropy,0.8055555555555556
800,1,0.49,shc_mse,image,0.5
801,1,0.49,shc_mse,sphere,0.5
802,1,0.49,shc_mse,xihe,0.9166666666666666
803,1,0.49,shc_mse,entropy,0.8055555555555556
804,1,0.5,shc_mse,image,0.5
805,1,0.5,shc_mse,sphere,0.5
806,1,0.5,shc_mse,xihe,0.9166666666666666
807,1,0.5,shc_mse,entropy,0.8055555555555556
808,1,0.51,shc_mse,image,0.5
809,1,0.51,shc_mse,sphere,0.5
810,1,0.51,shc_mse,xihe,0.9166666666666666
811,1,0.51,shc_mse,entropy,0.8055555555555556
812,1,0.52,shc_mse,image,0.5
813,1,0.52,shc_mse,sphere,0.5
814,1,0.52,shc_mse,xihe,0.9166666666666666
815,1,0.52,shc_mse,entropy,0.8333333333333334
816,1,0.53,shc_mse,image,0.5
817,1,0.53,shc_mse,sphere,0.5
818,1,0.53,shc_mse,xihe,0.9166666666666666
819,1,0.53,shc_mse,entropy,0.8333333333333334
820,1,0.54,shc_mse,image,0.5
821,1,0.54,shc_mse,sphere,0.5
822,1,0.54,shc_mse,xihe,0.9166666666666666
823,1,0.54,shc_mse,entropy,0.8333333333333334
824,1,0.55,shc_mse,image,0.5
825,1,0.55,shc_mse,sphere,0.5
826,1,0.55,shc_mse,xihe,0.9166666666666666
827,1,0.55,shc_mse,entropy,0.8611111111111112
828,1,0.56,shc_mse,image,0.5
829,1,0.56,shc_mse,sphere,0.5
830,1,0.56,shc_mse,xihe,0.8888888888888888
831,1,0.56,shc_mse,entropy,0.8611111111111112
832,1,0.57,shc_mse,image,0.5
833,1,0.57,shc_mse,sphere,0.5
834,1,0.57,shc_mse,xihe,0.8888888888888888
835,1,0.57,shc_mse,entropy,0.8888888888888888
836,1,0.58,shc_mse,image,0.5
837,1,0.58,shc_mse,sphere,0.5
838,1,0.58,shc_mse,xihe,0.8888888888888888
839,1,0.58,shc_mse,entropy,0.8611111111111112
840,1,0.59,shc_mse,image,0.5
841,1,0.59,shc_mse,sphere,0.5
842,1,0.59,shc_mse,xihe,0.9166666666666666
843,1,0.59,shc_mse,entropy,0.8611111111111112
844,1,0.6,shc_mse,image,0.5
845,1,0.6,shc_mse,sphere,0.5
846,1,0.6,shc_mse,xihe,0.9166666666666666
847,1,0.6,shc_mse,entropy,0.8333333333333334
848,1,0.61,shc_mse,image,0.5
849,1,0.61,shc_mse,sphere,0.5
850,1,0.61,shc_mse,xihe,0.8888888888888888
851,1,0.61,shc_mse,entropy,0.8333333333333334
852,1,0.62,shc_mse,image,0.5
853,1,0.62,shc_mse,sphere,0.5
854,1,0.62,shc_mse,xihe,0.8611111111111112
855,1,0.62,shc_mse,entropy,0.8333333333333334
856,1,0.63,shc_mse,image,0.5
857,1,0.63,shc_mse,sphere,0.5
858,1,0.63,shc_mse,xihe,0.8611111111111112
859,1,0.63,shc_mse,entropy,0.8333333333333334
860,1,0.64,shc_mse,image,0.5
861,1,0.64,shc_mse,sphere,0.5
862,1,0.64,shc_mse,xihe,0.8611111111111112
863,1,0.64,shc_mse,entropy,0.8611111111111112
864,1,0.65,shc_mse,image,0.5
865,1,0.65,shc_mse,sphere,0.5
866,1,0.65,shc_mse,xihe,0.8333333333333334
867,1,0.65,shc_mse,entropy,0.8611111111111112
868,1,0.66,shc_mse,image,0.5
869,1,0.66,shc_mse,sphere,0.5
870,1,0.66,shc_mse,xihe,0.8333333333333334
871,1,0.66,shc_mse,entropy,0.8611111111111112
872,1,0.67,shc_mse,image,0.5
873,1,0.67,shc_mse,sphere,0.5
874,1,0.67,shc_mse,xihe,0.7777777777777778
875,1,0.67,shc_mse,entropy,0.8611111111111112
876,1,0.68,shc_mse,image,0.5
877,1,0.68,shc_mse,sphere,0.5
878,1,0.68,shc_mse,xihe,0.7777777777777778
879,1,0.68,shc_mse,entropy,0.8611111111111112
880,1,0.69,shc_mse,image,0.5
881,1,0.69,shc_mse,sphere,0.5
882,1,0.69,shc_mse,xihe,0.7777777777777778
883,1,0.69,shc_mse,entropy,0.8611111111111112
884,1,0.7,shc_mse,image,0.5
885,1,0.7,shc_mse,sphere,0.5
886,1,0.7,shc_mse,xihe,0.7777777777777778
887,1,0.7,shc_mse,entropy,0.8611111111111112
888,1,0.71,shc_mse,image,0.5
889,1,0.71,shc_mse,sphere,0.5
890,1,0.71,shc_mse,xihe,0.7777777777777778
891,1,0.71,shc_mse,entropy,0.8611111111111112
892,1,0.72,shc_mse,image,0.5
893,1,0.72,shc_mse,sphere,0.5
894,1,0.72,shc_mse,xihe,0.7777777777777778
895,1,0.72,shc_mse,entropy,0.8611111111111112
896,1,0.73,shc_mse,image,0.5
897,1,0.73,shc_mse,sphere,0.5
898,1,0.73,shc_mse,xihe,0.7777777777777778
899,1,0.73,shc_mse,entropy,0.8611111111111112
900,1,0.74,shc_mse,image,0.5
901,1,0.74,shc_mse,sphere,0.5
902,1,0.74,shc_mse,xihe,0.75
903,1,0.74,shc_mse,entropy,0.8611111111111112
904,1,0.75,shc_mse,image,0.5
905,1,0.75,shc_mse,sphere,0.5
906,1,0.75,shc_mse,xihe,0.75
907,1,0.75,shc_mse,entropy,0.8611111111111112
908,1,0.76,shc_mse,image,0.5
909,1,0.76,shc_mse,sphere,0.5
910,1,0.76,shc_mse,xihe,0.75
911,1,0.76,shc_mse,entropy,0.8611111111111112
912,1,0.77,shc_mse,image,0.5
913,1,0.77,shc_mse,sphere,0.5
914,1,0.77,shc_mse,xihe,0.75
915,1,0.77,shc_mse,entropy,0.8888888888888888
916,1,0.78,shc_mse,image,0.5
917,1,0.78,shc_mse,sphere,0.5
918,1,0.78,shc_mse,xihe,0.75
919,1,0.78,shc_mse,entropy,0.8888888888888888
920,1,0.79,shc_mse,image,0.5
921,1,0.79,shc_mse,sphere,0.5
922,1,0.79,shc_mse,xihe,0.7222222222222222
923,1,0.79,shc_mse,entropy,0.8888888888888888
924,1,0.8,shc_mse,image,0.5
925,1,0.8,shc_mse,sphere,0.5
926,1,0.8,shc_mse,xihe,0.7222222222222222
927,1,0.8,shc_mse,entropy,0.8611111111111112
928,1,0.81,shc_mse,image,0.5
929,1,0.81,shc_mse,sphere,0.5
930,1,0.81,shc_mse,xihe,0.6388888888888888
931,1,0.81,shc_mse,entropy,0.8333333333333334
932,1,0.82,shc_mse,image,0.5
933,1,0.82,shc_mse,sphere,0.5
934,1,0.82,shc_mse,xihe,0.6388888888888888
935,1,0.82,shc_mse,entropy,0.8333333333333334
936,1,0.83,shc_mse,image,0.5
937,1,0.83,shc_mse,sphere,0.5
938,1,0.83,shc_mse,xihe,0.6111111111111112
939,1,0.83,shc_mse,entropy,0.8333333333333334
940,1,0.84,shc_mse,image,0.5
941,1,0.84,shc_mse,sphere,0.5
942,1,0.84,shc_mse,xihe,0.6111111111111112
943,1,0.84,shc_mse,entropy,0.8333333333333334
944,1,0.85,shc_mse,image,0.5
945,1,0.85,shc_mse,sphere,0.5
946,1,0.85,shc_mse,xihe,0.6111111111111112
947,1,0.85,shc_mse,entropy,0.8333333333333334
948,1,0.86,shc_mse,image,0.5
949,1,0.86,shc_mse,sphere,0.5
950,1,0.86,shc_mse,xihe,0.6111111111111112
951,1,0.86,shc_mse,entropy,0.8333333333333334
952,1,0.87,shc_mse,image,0.5
953,1,0.87,shc_mse,sphere,0.5
954,1,0.87,shc_mse,xihe,0.5833333333333334
955,1,0.87,shc_mse,entropy,0.8333333333333334
956,1,0.88,shc_mse,image,0.5
957,1,0.88,shc_mse,sphere,0.5
958,1,0.88,shc_mse,xihe,0.5833333333333334
959,1,0.88,shc_mse,entropy,0.8333333333333334
960,1,0.89,shc_mse,image,0.5
961,1,0.89,shc_mse,sphere,0.5
962,1,0.89,shc_mse,xihe,0.5833333333333334
963,1,0.89,shc_mse,entropy,0.8333333333333334
964,1,0.9,shc_mse,image,0.5
965,1,0.9,shc_mse,sphere,0.5
966,1,0.9,shc_mse,xihe,0.5833333333333334
967,1,0.9,shc_mse,entropy,0.8055555555555556
968,1,0.91,shc_mse,image,0.5
969,1,0.91,shc_mse,sphere,0.5
970,1,0.91,shc_mse,xihe,0.5833333333333334
971,1,0.91,shc_mse,entropy,0.7777777777777778
972,1,0.92,shc_mse,image,0.5
973,1,0.92,shc_mse,sphere,0.5
974,1,0.92,shc_mse,xihe,0.5555555555555556
975,1,0.92,shc_mse,entropy,0.7777777777777778
976,1,0.93,shc_mse,image,0.5
977,1,0.93,shc_mse,sphere,0.5
978,1,0.93,shc_mse,xihe,0.5555555555555556
979,1,0.93,shc_mse,entropy,0.75
980,1,0.94,shc_mse,image,0.5
981,1,0.94,shc_mse,sphere,0.5
982,1,0.94,shc_mse,xihe,0.5555555555555556
983,1,0.94,shc_mse,entropy,0.75
984,1,0.95,shc_mse,image,0.5
985,1,0.95,shc_mse,sphere,0.5
986,1,0.95,shc_mse,xihe,0.5555555555555556
987,1,0.95,shc_mse,entropy,0.7222222222222222
988,1,0.96,shc_mse,image,0.5
989,1,0.96,shc_mse,sphere,0.5
990,1,0.96,shc_mse,xihe,0.5555555555555556
991,1,0.96,shc_mse,entropy,0.7222222222222222
992,1,0.97,shc_mse,image,0.5
993,1,0.97,shc_mse,sphere,0.5
994,1,0.97,shc_mse,xihe,0.5277777777777778
995,1,0.97,shc_mse,entropy,0.6944444444444444
996,1,0.98,shc_mse,image,0.5
997,1,0.98,shc_mse,sphere,0.5
998,1,0.98,shc_mse,xihe,0.5277777777777778
999,1,0.98,shc_mse,entropy,0.6944444444444444
1000,1,0.99,shc_mse,image,0.5
1001,1,0.99,shc_mse,sphere,0.5
1002,1,0.99,shc_mse,xihe,0.5
1003,1,0.99,shc_mse,entropy,0.6944444444444444
1004,1,1.0,shc_mse,image,0.5
1005,1,1.0,shc_mse,sphere,0.5
1006,1,1.0,shc_mse,xihe,0.5
1007,1,1.0,shc_mse,entropy,0.6944444444444444
1008,1,1.01,shc_mse,image,0.5
1009,1,1.01,shc_mse,sphere,0.5
1010,1,1.01,shc_mse,xihe,0.5
1011,1,1.01,shc_mse,entropy,0.6666666666666666
1012,1,1.02,shc_mse,image,0.5
1013,1,1.02,shc_mse,sphere,0.5
1014,1,1.02,shc_mse,xihe,0.5
1015,1,1.02,shc_mse,entropy,0.6666666666666666
1016,1,1.03,shc_mse,image,0.5
1017,1,1.03,shc_mse,sphere,0.5
1018,1,1.03,shc_mse,xihe,0.5
1019,1,1.03,shc_mse,entropy,0.6666666666666666
1020,1,1.04,shc_mse,image,0.5
1021,1,1.04,shc_mse,sphere,0.5
1022,1,1.04,shc_mse,xihe,0.5
1023,1,1.04,shc_mse,entropy,0.6388888888888888
1024,1,1.05,shc_mse,image,0.5
1025,1,1.05,shc_mse,sphere,0.5
1026,1,1.05,shc_mse,xihe,0.5
1027,1,1.05,shc_mse,entropy,0.6666666666666666
1028,1,1.06,shc_mse,image,0.5
1029,1,1.06,shc_mse,sphere,0.5
1030,1,1.06,shc_mse,xihe,0.5
1031,1,1.06,shc_mse,entropy,0.6666666666666666
1032,1,1.07,shc_mse,image,0.5
1033,1,1.07,shc_mse,sphere,0.5
1034,1,1.07,shc_mse,xihe,0.5
1035,1,1.07,shc_mse,entropy,0.6666666666666666
1036,1,1.08,shc_mse,image,0.5
1037,1,1.08,shc_mse,sphere,0.5
1038,1,1.08,shc_mse,xihe,0.5
1039,1,1.08,shc_mse,entropy,0.6388888888888888
1040,1,1.09,shc_mse,image,0.5
1041,1,1.09,shc_mse,sphere,0.5
1042,1,1.09,shc_mse,xihe,0.5
1043,1,1.09,shc_mse,entropy,0.6388888888888888
1044,1,1.1,shc_mse,image,0.5
1045,1,1.1,shc_mse,sphere,0.5
1046,1,1.1,shc_mse,xihe,0.5
1047,1,1.1,shc_mse,entropy,0.6388888888888888
1048,1,1.11,shc_mse,image,0.5
1049,1,1.11,shc_mse,sphere,0.5
1050,1,1.11,shc_mse,xihe,0.5
1051,1,1.11,shc_mse,entropy,0.6388888888888888
1052,1,1.12,shc_mse,image,0.5
1053,1,1.12,shc_mse,sphere,0.5
1054,1,1.12,shc_mse,xihe,0.5
1055,1,1.12,shc_mse,entropy,0.6111111111111112
1056,1,1.13,shc_mse,image,0.5
1057,1,1.13,shc_mse,sphere,0.5
1058,1,1.13,shc_mse,xihe,0.5
1059,1,1.13,shc_mse,entropy,0.6111111111111112
1060,1,1.14,shc_mse,image,0.5
1061,1,1.14,shc_mse,sphere,0.5
1062,1,1.14,shc_mse,xihe,0.5
1063,1,1.14,shc_mse,entropy,0.5833333333333334
1064,1,1.15,shc_mse,image,0.5
1065,1,1.15,shc_mse,sphere,0.5
1066,1,1.15,shc_mse,xihe,0.5
1067,1,1.15,shc_mse,entropy,0.5833333333333334
1068,1,1.16,shc_mse,image,0.5
1069,1,1.16,shc_mse,sphere,0.5
1070,1,1.16,shc_mse,xihe,0.5
1071,1,1.16,shc_mse,entropy,0.5277777777777778
1072,1,1.17,shc_mse,image,0.5
1073,1,1.17,shc_mse,sphere,0.5
1074,1,1.17,shc_mse,xihe,0.5
1075,1,1.17,shc_mse,entropy,0.5277777777777778
1076,1,1.18,shc_mse,image,0.5
1077,1,1.18,shc_mse,sphere,0.5
1078,1,1.18,shc_mse,xihe,0.5
1079,1,1.18,shc_mse,entropy,0.5277777777777778
1080,1,1.19,shc_mse,image,0.5
1081,1,1.19,shc_mse,sphere,0.5
1082,1,1.19,shc_mse,xihe,0.5
1083,1,1.19,shc_mse,entropy,0.5277777777777778
1084,1,1.2,shc_mse,image,0.5
1085,1,1.2,shc_mse,sphere,0.5
1086,1,1.2,shc_mse,xihe,0.5
1087,1,1.2,shc_mse,entropy,0.5277777777777778
1088,1,1.21,shc_mse,image,0.5
1089,1,1.21,shc_mse,sphere,0.5
1090,1,1.21,shc_mse,xihe,0.5
1091,1,1.21,shc_mse,entropy,0.5277777777777778
1092,1,1.22,shc_mse,image,0.5
1093,1,1.22,shc_mse,sphere,0.5
1094,1,1.22,shc_mse,xihe,0.5
1095,1,1.22,shc_mse,entropy,0.5277777777777778
1096,1,1.23,shc_mse,image,0.5
1097,1,1.23,shc_mse,sphere,0.5
1098,1,1.23,shc_mse,xihe,0.5
1099,1,1.23,shc_mse,entropy,0.5277777777777778
1100,1,1.24,shc_mse,image,0.5
1101,1,1.24,shc_mse,sphere,0.5
1102,1,1.24,shc_mse,xihe,0.5
1103,1,1.24,shc_mse,entropy,0.5277777777777778
1104,1,1.25,shc_mse,image,0.5
1105,1,1.25,shc_mse,sphere,0.5
1106,1,1.25,shc_mse,xihe,0.5
1107,1,1.25,shc_mse,entropy,0.5277777777777778
1108,1,1.26,shc_mse,image,0.5
1109,1,1.26,shc_mse,sphere,0.5
1110,1,1.26,shc_mse,xihe,0.5
1111,1,1.26,shc_mse,entropy,0.5277777777777778
1112,1,1.27,shc_mse,image,0.5
1113,1,1.27,shc_mse,sphere,0.5
1114,1,1.27,shc_mse,xihe,0.5
1115,1,1.27,shc_mse,entropy,0.5277777777777778
1116,1,1.28,shc_mse,image,0.5
1117,1,1.28,shc_mse,sphere,0.5
1118,1,1.28,shc_mse,xihe,0.5
1119,1,1.28,shc_mse,entropy,0.5277777777777778
1120,1,1.29,shc_mse,image,0.5
1121,1,1.29,shc_mse,sphere,0.5
1122,1,1.29,shc_mse,xihe,0.5
1123,1,1.29,shc_mse,entropy,0.5277777777777778
1124,1,1.3,shc_mse,image,0.5
1125,1,1.3,shc_mse,sphere,0.5
1126,1,1.3,shc_mse,xihe,0.5
1127,1,1.3,shc_mse,entropy,0.5
1128,1,1.31,shc_mse,image,0.5
1129,1,1.31,shc_mse,sphere,0.5
1130,1,1.31,shc_mse,xihe,0.5
1131,1,1.31,shc_mse,entropy,0.5
1132,1,1.32,shc_mse,image,0.5
1133,1,1.32,shc_mse,sphere,0.5
1134,1,1.32,shc_mse,xihe,0.5
1135,1,1.32,shc_mse,entropy,0.5
1136,1,1.33,shc_mse,image,0.5
1137,1,1.33,shc_mse,sphere,0.5
1138,1,1.33,shc_mse,xihe,0.5
1139,1,1.33,shc_mse,entropy,0.5
1140,1,1.34,shc_mse,image,0.5
1141,1,1.34,shc_mse,sphere,0.5
1142,1,1.34,shc_mse,xihe,0.5
1143,1,1.34,shc_mse,entropy,0.5
1144,1,1.35,shc_mse,image,0.5
1145,1,1.35,shc_mse,sphere,0.5
1146,1,1.35,shc_mse,xihe,0.5
1147,1,1.35,shc_mse,entropy,0.5
1148,1,1.36,shc_mse,image,0.5
1149,1,1.36,shc_mse,sphere,0.5
1150,1,1.36,shc_mse,xihe,0.5
1151,1,1.36,shc_mse,entropy,0.5
1152,1,1.37,shc_mse,image,0.5
1153,1,1.37,shc_mse,sphere,0.5
1154,1,1.37,shc_mse,xihe,0.5
1155,1,1.37,shc_mse,entropy,0.5
1156,1,1.38,shc_mse,image,0.5
1157,1,1.38,shc_mse,sphere,0.5
1158,1,1.38,shc_mse,xihe,0.5
1159,1,1.38,shc_mse,entropy,0.5
1160,1,1.39,shc_mse,image,0.5
1161,1,1.39,shc_mse,sphere,0.5
1162,1,1.39,shc_mse,xihe,0.5
1163,1,1.39,shc_mse,entropy,0.5
1164,1,1.4,shc_mse,image,0.5
1165,1,1.4,shc_mse,sphere,0.5
1166,1,1.4,shc_mse,xihe,0.5
1167,1,1.4,shc_mse,entropy,0.5
1168,1,1.41,shc_mse,image,0.5
1169,1,1.41,shc_mse,sphere,0.5
1170,1,1.41,shc_mse,xihe,0.5
1171,1,1.41,shc_mse,entropy,0.5
1172,1,1.42,shc_mse,image,0.5
1173,1,1.42,shc_mse,sphere,0.5
1174,1,1.42,shc_mse,xihe,0.5
1175,1,1.42,shc_mse,entropy,0.5
1176,1,1.43,shc_mse,image,0.5
1177,1,1.43,shc_mse,sphere,0.5
1178,1,1.43,shc_mse,xihe,0.5
1179,1,1.43,shc_mse,entropy,0.5
1180,1,1.44,shc_mse,image,0.5
1181,1,1.44,shc_mse,sphere,0.5
1182,1,1.44,shc_mse,xihe,0.5
1183,1,1.44,shc_mse,entropy,0.5
1184,1,1.45,shc_mse,image,0.5
1185,1,1.45,shc_mse,sphere,0.5
1186,1,1.45,shc_mse,xihe,0.5
1187,1,1.45,shc_mse,entropy,0.5
1188,1,1.46,shc_mse,image,0.5
1189,1,1.46,shc_mse,sphere,0.5
1190,1,1.46,shc_mse,xihe,0.5
1191,1,1.46,shc_mse,entropy,0.5
1192,1,1.47,shc_mse,image,0.5
